source,question,answer,rating
01_file1,...8.....97.4.1.6...4..67....8.....5.1.7....3.....9...78..6.4..1.9..7....4.9.8.1.,361872594975431862824596731298314675416785923537629148782163459159247386643958217,58
01_file1,.216..7..67...4.929.4...1....2..9.....7...2.616.27..4.....5.4.9.............8..1.,321698754675134892984527163842369571597841236163275948216753489458916327739482615,48
01_file1,.4...528...1...4.5..2.8..16.68....4.52...4...1..62.....8..........34...8..67.....,647915283891236475352487916968571342523894761174623859489162537715349628236758194,15
puzzles1_unbiased,.2....37...5.....2.4.3.........18.6........5...6.5.2.185....6....47.6.2...3.498..,621894375395671482748325196539218764172463958486957231857132649914786523263549817,2
puzzles1_unbiased,.2.3...49...1....3...7.4..594....5......1..3.17....8.2.5...........3...4392.8..6.,721358649584196273639724185943872516268519437175643892457961328816237954392485761,1
puzzles4_forum_hardest_1905,....14....2..7......75....4.8.....3...4.5...79.....2....6..5..13..7...9....6..8..,563914728429876315817523964182467539634259187975138246296385471358741692741692853,56
01_file1,..8..39.7.4.9.......378..424.....7.6...........9.2...1.9.27.8..3.7......2..3.4..9,128463957745912368963785142412538796876149523539627481694271835357896214281354679,35
puzzles4_forum_hardest_1905,.1.4...7...4....915.....4....954.7......37....5...6..368..2......57..1.......8...,913482675264375891578619432329541786846237519157896243681924357495763128732158964,8
puzzles1_unbiased,.....7.46.......3..5.82.....1.6..7...4.1.8....7...5.....9........2..6..45.7..486.,398517246721469538654823197915642783243178659876935412469781325182356974537294861,0
puzzles4_forum_hardest_1905,.5.1....69....5.2.7....3....8........62.5...8...8.621.....3.4......1.....35..8..1,854129376913675824726483159189342567362751948547896213691537482278914635435268791,41
puzzles4_forum_hardest_1905,..981...7.7...6.8.....7.2....7..1..23...4.5...1.6...7..4.1....3.8..6..4...5..4...,429813657173256984658479231897531462362947518514628379746195823981362745235784196,24
puzzles1_unbiased,.2..8.1...6.1.7.....1.62..79..674.....3...8...7.83..........7..759.4.3.1..2.....4,527483169364197528891562437985674213413925876276831945648319752759246381132758694,1
puzzles4_forum_hardest_1905,.1.8..2..7....2..4..65.....8....3.4...56.........9.8..3....84....1....7....9...23,513846297798312654246579381862153749975684132134297865359728416621435978487961523,17
puzzles4_forum_hardest_1905,2..1...6..3..4......7..8..9......9.7..9..751........8...8..56..4...3.....1.2.....,284159763936742158157368429861523947349687512572491386728915634495836271613274895,6
puzzles4_forum_hardest_1905,.4...69......5..8.8.3......3.6..2..49.4...2...2........3...46.....71..5...16....7,245876913619453782873291546356982174984167235127345869738524691462719358591638427,31
puzzles1_unbiased,..2...9..1....3.277.......334...28....8.61....2...9..6..32..5......7..39...9....8,632147985184593627759628413346752891978461352521389746893216574265874139417935268,1
puzzles1_unbiased,.3.........68.9......4...1...1..5.343........2...63...81....7...6.7.1.257.2...94.,937612458146859372528437619681975234375248196294163587819524763463791825752386941,0
01_file1,4....5......16...5.....396.....1..2....539.811........5.........619....49.3.46...,486795213239168745715423968398614527627539481154287639542371896861952374973846152,89
01_file1,7....321.1.3.....8.824.....4...3..2...1.........9.5.742.7...34...4....8283....7..,749863215163572498582419637458731926971246853326985174297658341614397582835124769,65
puzzles4_forum_hardest_1905,..3.2.6.17.16..........9.3...5.6.1.3.....24...4.3.......82...1.....8...65....18.2,493725681781634529652819734825467193367192458149358267978246315214583976536971842,17
puzzles1_unbiased,7...4..1..6.1..8....3.6.279.5....69..7.83.4....1.......2...7.3.....2.9...3......4,785942316269173845143568279358714692672839451491256783526497138814325967937681524,1
puzzles1_unbiased,.91..78..64.....57..7....3..2.....6.1..72.4....495......21....38.....5.....5....6,591637842643289157287415639925843761138726495764951328452168973876392514319574286,0
01_file1,.........73.64....4.87.5.3..7.4....3.83......6.4..85...6..7......58........35.29.,156983742732641958498725136571492683983567421624138579369274815245819367817356294,59
puzzles4_forum_hardest_1905,...63..........5..6....1.7.4..12.6.....4...2...7..64..1....4.6....9....87.8..2.4.,574638291821749536639251874483127659956483127217596483195874362342965718768312945,32
puzzles1_unbiased,.3.........2.41.7..46.2..91....5.9.....8.2.4...5.1..8.....3.....234......7...652.,138679452952341678746528391281754936397862145465913287519237864623485719874196523,1
puzzles4_forum_hardest_1905,......6.26.92...3..7......84..9....3.....1.....5.4.29..4..5......1..7...9..6..3..,534189672689275431172436958427968513396521784815743296743852169261397845958614327,27
puzzles1_unbiased,..8.961....7....6.1.....89...1..9...629..8......27.....9.5..71..3.8.7.2.........3,248396157957184362163725894371659248629438571584271639892543716436817925715962483,5
puzzles4_forum_hardest_1905,2...7.1....62...3.....5...48.2.....19....5....6.8...9.6..3...8.....4...3.3...27..,289473156546281937173956824852739641914625378367814592621397485795148263438562719,57
puzzles4_forum_hardest_1905,.....7..9..13..5..4...5...68..7......3.2...9...2.3.7..6......8...5..32...4.1.....,356827419981364572427951836869745321734218695512639748673592184195483267248176953,22
puzzles4_forum_hardest_1905,.8.....5.5..86..2...4..18...5.7.9..63..6.......7.1.9....61..7...3..4...8.....6..2,182394657593867421674251839458739216319628574267415983926183745735942168841576392,9
01_file1,.3..8.47.........85...4..1.....1.3.....3.5..7.4..78..5......7..6.9..185......4.3.,132589476974163528568247913257416389896325147341978265483652791629731854715894632,33
puzzles1_unbiased,..9.84.3.1..5...97..3.....16..85.1..4.8671.............9....62.....3.9...5...8...,769184532124563897583927461672859143438671259915342786397415628841236975256798314,1
puzzles4_forum_hardest_1905,......8...2..3..7...12..49..6.3...4.....7...9..5.46..1.4...3.6.5.....9....84.....,356794812429138576781265493862319745134572689975846231247953168513687924698421357,38
01_file1,3.........5276..8...8....27.3.2..8....6..3.5..25...7.3........6.6.14.2....7..25..,374821695152769384698354127439275861716483952825916743281597436563148279947632518,14
puzzles4_forum_hardest_1905,.6..9....8.7..3.9.3..86......1..8.5.4..2.....7.....2.4..83....5.7..8..3.9....51..,165794823827513496349862571291648357483257619756931284618329745574186932932475168,44
puzzles4_forum_hardest_1905,..97...642.74..89..4....2....6..4...17.9....6.9.....1......5...7.18...4..3......8,819723564257461893643598271386174952174952386592386417468215739721839645935647128,21
puzzles1_unbiased,....5.....4.7..8...53.84.2.5.....1.761.4...5..8....9...2.1.5...8...27.......3..9.,768259431249713865153684729594362187617498253382571946926145378835927614471836592,1
puzzles1_unbiased,..5..31....9...57..7............8.3.69......22.....7..7..2..6.3.2..75..4...18....,845763129369412578172859346457628931691537482283941765718294653926375814534186297,0
01_file1,.6...5....3.1....7..7.......84.7.12.....8.5.4...4.2.7....25..1..158..4..27...4...,961735248438126957527948361684573129792681534153492876846259713315867492279314685,7
puzzles4_forum_hardest_1905,.3...12....8....5.4..7....9....9.....973..6.......2..16..4....2.2...37....5....8.,539841267718629354462735819256197438197384625384562971673418592821953746945276183,29
puzzles4_forum_hardest_1905,97..4.1...2.7...4...4..8....8....5.....5....3..9.2..7.6..3..8....1.7..9......6...,978642135326751948154938762483167529217594683569823471642319857831475296795286314,36
puzzles1_unbiased,.5..9.....8....257..72.....8.....6..41..67.396......423..5.61.......2..3..1.4....,256794318984631257137285496895423671412867539673159842329576184548912763761348925,0
puzzles1_unbiased,..1.86.5...97..6......5.....4....7...1......8.....1..6.6...2.933.2....8.9..8.5...,731986254589724631426153879643298715215367948897541326168472593352619487974835162,0
puzzles1_unbiased,.7.9..6...5274.......2...........4...6.....3259...1......13..5..19.8...42....9.78,473918625952746813681253947328675491167894532594321786846137259719582364235469178,0
puzzles4_forum_hardest_1905,.2...15....3.9..6.7..5....9..6.4..7.......2..1.......8.8.6.4.9...49.3.......7....,629481537513297864748536129856142973497358216132769458385624791274913685961875342,25
puzzles1_unbiased,....3.9..8...7......1....24..3.....6.5....2...8.54..9.7....4.6..6.3.87.....71.549,546832971829471635371695824193287456457169283682543197715924368964358712238716549,0
01_file1,.6172.5..2...14.7.4.76.5...........85.6.....3...1......4....6.71....2.....547..21,361728549258914376497635182714593268586247913923186754842351697179862435635479821,26
puzzles1_unbiased,....5.8.....6.47..9..2......7.8...9....53.4.1.8....53.8....9..5162............12.,246753819318694752957218364573841296629537481481962537834129675162375948795486123,0
puzzles2_17_clue,....1..84..4....6....9.3.....3.........8...2...5.9....8..6.....1.....3.......5...,397216584214758963568943217783562149941837625625194738839671452152489376476325891,0
01_file1,.36.9...19...8..2.8..1.3.....2.6.1...9.2...75.1.8......8.91.......3...62.........,436792851951684723827153649372569184698241375514837296285916437149378562763425918,27
01_file1,.....8.5.....6.1...23.59....1..4...6..9....84.4.8..51......46.....5.689...19...4.,196378452587462139423159768318745926759621384642893517935284671274516893861937245,52
puzzles1_unbiased,1..9.56.....3.72.1.......9..2....53.6.5....8.4...8...236...91..98.1....3.........,143925678598367241276418395829741536615293487437586912362879154984152763751634829,2
puzzles1_unbiased,.3..4.......8....5...59..12...1..6...65..4.2...8....7.3...5.....549.7...2.7...4..,532741896179826345846593712923175684765384129418269573381452967654917238297638451,0
puzzles1_unbiased,2..4.7.....7.3...94..9..6..8.9...1...4.....2....3.1....8...92..76.5...4.....1....,298467315657132489413958672829745136341896527576321894184679253762583941935214768,1
puzzles1_unbiased,.9......48.4....3.6..35...1....18.53..3..5.6...543.........79..1.......6.4.1....5,391862574854971632627354891269718453483295167715436289532647918178529346946183725,0
puzzles1_unbiased,..9....7..138...56......42.......86....36..12.7.1.......8.2.....3.976....57..1...,429615378713842956586739421341257869895364712672198534968523147134976285257481693,1
puzzles4_forum_hardest_1905,..7.4..5..125.89......2..8......6....56.....32...5.86.....8....7..2......857.4.2.,897641352612538947543927681138476295456892713279153864921385476764219538385764129,52
puzzles4_forum_hardest_1905,.8..2.4.........9...19....6.3.2.5.1.2..8..3....4.3......7.....36..3.75...4..8.1..,983726451765143298421958736839275614216894375574631829157462983698317542342589167,19
puzzles1_unbiased,........8.8..1...3.9.23..76..16..2......4..515..8...............387...64....647..,352476918786519423194238576871653249623947851549821637467182395238795164915364782,0
puzzles4_forum_hardest_1905,.1....8....4.2...52....6.9...5..3..673..........25..7.9....2.3...3.4...9.8....1..,617935842394821765258476391825793416739614528146258973971582634563147289482369157,15
puzzles1_unbiased,1.....4.7.......25.6...3...23.1.6..9.4.......6.53..7.......8........1..285..7...3,123985467798614325564723198237146859941857236685392741319268574476531982852479613,0
puzzles1_unbiased,...874.3..6.2..........5.9..9..2..81..2.....9.76.8.3......4.16....3..7...8.1.6.23,159874236768239415243615897394527681812463579576981342935742168621398754487156923,0
puzzles4_forum_hardest_1905,.813...4..32..48..4.........7...6.1.....5...72..1..3..32....1......9...6.69....5.,681375942732914865495682731978236514143859627256147398324568179517493286869721453,6
puzzles4_forum_hardest_1905,......7.......8.4.2...4...3.6.....9.32..1.4.77...2...1..7.5....5..1.23.......3..5,843261759915738246276549813461387592329615487758924631137856924594172368682493175,91
01_file1,.7.8.6...85..17...6...5....5.6...3..31....7...8.6....5.3.1.....1..7.84.27....5..3,972846531853217694641359278526471389319582746487693125238164957195738462764925813,28
puzzles4_forum_hardest_1905,..2....4.5..3....8.6....1....79.....9...35....5..8...9..4..2...3..8....7.1.....6.,182579346549316728763428195637941582928635471451287639874162953396854217215793864,26
puzzles4_forum_hardest_1905,.7.3.....1..7.5.8...4......8..1.6..9....3.1........86..2.9....5....7..9.9..5.16..,278314956163795482594682317832146579756839124419257863321968745685473291947521638,31
puzzles1_unbiased,..87.......35.98.79..1......9..51......4.89...14.9.5.8..1...2..5.....76..6.....1.,258734196143569827976182453897351642625478931314296578731645289582913764469827315,1
puzzles1_unbiased,4..2......8.....9..5..912.68....6..9......64....8..3...3.648.....6.2...37..3.5...,469287135281563497357491286874136529513972648692854371935648712146729853728315964,0
01_file1,.5..2.9.64....625....9...41...6.4....2...1...9.425....7.....5..8.....1...6.....9.,351428976498176253276935841517684329623791485984253617732819564849567132165342798,36
puzzles4_forum_hardest_1905,6...82.3.....162....13.....35.2..8.......5..41..86...58..6..1.2....7.........8.9.,679482531583916247421357986357241869268795314194863725845639172932174658716528493,13
puzzles4_forum_hardest_1905,692..78...3..9..7.5.7........8..2.9.....8.2.6...46...83.........89..6..7....1.9..,692547831834291675517638429768152394453789216921463758346975182189326547275814963,28
puzzles4_forum_hardest_1905,....3.5...2.1..749........8.41......2..3...71..7.....54...6....9...2.8....27...94,894237516325186749716594238541672983289345671637819425478963152953421867162758394,77
puzzles1_unbiased,2..7.6.........2.5.1.5......5...48.2.2.....91......647.8.2.7..61........3...859..,245736189973841265618529473759614832426378591831952647584297316192463758367185924,1
01_file1,..23....84....8..........7682..94..5..5......9.3....2438.4.5....5..298......3.5..,692357418471968352538142976826794135745213689913586724389475261157629843264831597,43
01_file1,.7..24.....5.......3...9....1.....67.62...5....7.3.2.1..3.5..7......3.1..567.13.2,679324158285176934431589726314295867862417593597638241143852679728963415956741382,11
01_file1,...5..9....97..62.2..1.6..7...3.....6...791....4............7..1...2..9..8...5..1,867532914519784623243196587971358246628479135354261879496813752135627498782945361,55
puzzles4_forum_hardest_1905,.8...1.2...4.....32..5..6...1..8..6...31....46..7..1..9...57....2.9...5......29..,586341729174296583239578641712489365893165274645723198961857432327914856458632917,14
01_file1,91.26..7.3.............1.......4.2...8.1.64.76...27..1......14.4.6..2..8.7...8..6,918263574357984612264751983731849265582136497649527831823675149496312758175498326,16
puzzles1_unbiased,3.........1638.....5829.1..9..17...66...4...5......71.........2..94.....4.593....,394751268216384579758296143942175836671843925583629714137568492869412357425937681,0
01_file1,..9.5..6..18.62..3.....7..9..7.9.52.....2..36...5.39.7.......72.62......9.....6.5,749351268518962743236847159387496521195728436624513987451639872862175394973284615,35
puzzles1_unbiased,...98.2.6..........7.5...34.....96...39........2157...4.6.....7..783.4..2......5.,351984276624713598978562134745329681139648725862157943486295317597831462213476859,0
puzzles4_forum_hardest_1905,8..7....92.......8..9.2851.7..1....6..3.8........9..4.9....16.....2..9...27..9..1,814765239275913468369428517752134896493687125186592743948351672531276984627849351,8
puzzles1_unbiased,16...35...8.7...61..2......5.726.4.9........642...7......9...1...1....94..8.14...,169423578384759261752186943517268439893541726426397185645932817231875694978614352,0
puzzles4_forum_hardest_1905,.298.....7...4.98....5.9..72..9..47.........3.46....9....7....18....574...24.....,529876134763241985184539627218953476957684213346127598435792861891365742672418359,31
01_file1,6.15..8..97...1....586.7.9.8..7...56.1...5.........1.9.6......4.....9...78......3,631594872972831645458627391893712456216945738547368129165273984324189567789456213,10
puzzles1_unbiased,1..........96..7.....954.3..7..6..52...3...672.3......6......95..81.5...3.2......,146273589539681724827954136471869352985312467263547918614738295798125643352496871,0
puzzles1_unbiased,6.........17...4........95..31.9...8.864..2.154......3....5.......873.....3.2..74,695248317317569482428317956231796548786435291549182763172654839964873125853921674,0
01_file1,.....4.2....71...47....9..8...9....1.9.2...7.8....19.....1....7.....28...3547..19,913864725628715394754329168362947581591283476847651932489136257176592843235478619,34
puzzles4_forum_hardest_1905,3.....5...9.2...6...2.1......89...46.6......7......3....9..28.4.8.19...57..48..9.,346879512197235468852614973538927146961348257274561389619752834483196725725483691,5
01_file1,.....24...6........89....5....21..3......491...5..92.43..9.51...5..3..2...4.2.5..,513692478467851392289743651946217835832564917175389264328975146651438729794126583,36
puzzles4_forum_hardest_1905,.71.....9.8..4..17.....186...28......4..3...8...5...4..9.4.37..7..9.8..4....7....,271685439685349217439721865912864573547132698863597142198453726726918354354276981,4
puzzles4_forum_hardest_1905,.1..6......5..7......1.39..2.......8..7.46..9.4.3..76...2...5...7...4.3.8......97,714869253935427681628153974256971348387546129149382765492738516571694832863215497,14
puzzles4_forum_hardest_1905,..1..8.9.8..12.3...7..9........4...5..48...2.73.......5..2.......6.8..1..8...64..,251378694869124357473695281628741935914853726735962148547219863396487512182536479,22
puzzles1_unbiased,.4...2.98..9...1....85..24............3.4....5...1.68.8..3...69..746.......9..4.3,645132798279684135318597246461859327783246951592713684824371569937465812156928473,2
puzzles1_unbiased,.....1...9....81...7.46.8...182....7....84...6....9..54.......859........2.5..67.,284931756965728134173465892318256947759384261642179385437692518596817423821543679,0
puzzles1_unbiased,..4........1..485.8.6.2.......1...6.6..7.94....2.5...7...4..9...27..8..3.3..6.5..,354876291271394856896521734785142369613789425942653187168435972527918643439267518,0
01_file1,.....6..4.2981.3...6..5.8...3...54......3.56.........8.8.4.1.....35..1..6...83...,857396214429817356361254897138675429274938561596142738985421673743569182612783945,37
puzzles4_forum_hardest_1905,8....2.5...17..8..69..8......93..1...6..1...4.....5.2...6.4...7.7.9..3.........1.,837692451251734896694581273489327165562819734713465928926143587178956342345278619,26
puzzles1_unbiased,.....396......91.54.5..6.3.2.....8....7.......81.4......9....2..6.5....4.1.6.8..9,128453967673289145495176238246917853937865412581342796859734621762591384314628579,0
puzzles1_unbiased,.841.7.2....85..7..9.....5....2.5..3....9..6...3.1.....28.......314.......5...68.,584137926216859374397642158469285713172394865853716249928561437631478592745923681,1
puzzles4_forum_hardest_1905,2..6...9...7.94.......2.5...38..2.1...18....54...6..8.1....6.4..73............8..,254687193317594268896321574538972416761843925429165387185236749973418652642759831,68
01_file1,..6....9..2...7.3.5.1...2.......37...7.62....6.39...2.........8.6.2.9.7....4.....,746312895928567431531894267259143786874625319613978524392751648465289173187436952,30
puzzles0_kaggle,8..3459......7.65...2.....4..38.2..659..6..42.76.1..3..2...951.3....6.7.9.4.3...8,861345927439278651752691384143852796598763142276914835627489513385126479914537268,0
puzzles1_unbiased,.8...9.1.2.9...83.74.....9...2.4.7............7...2683...3.89.....49..2...8.6.4..,683729514219654837745183296132846759856937142974512683421378965567491328398265471,3
puzzles4_forum_hardest_1905,..793.1..........63..8....7..97.8...........47..12.9...7.31.2.99.1....5.2.3......,547936128892571346316842597439758612125693874768124935674315289981267453253489761,9
01_file1,..75.8.3..3526..8..6...7..........91....8.3....23...7.6.8.7....5.........73.2.5..,247598136135264987869137245384752691716489352952316874628975413591643728473821569,14
01_file1,4......76.7..4.92.6..9..5....62.9.4......4......57.........64..31...57......2..5.,491852376573641928628937514736219845185364297942578631257196483319485762864723159,50
01_file1,2...346..6..5...4....6..8.3.......6...58..2..91.42.......3....5.52..83.......548.,289134657631587942574692813728953164465871239913426578846319725152748396397265481,45
puzzles0_kaggle,..3185.7.5.6..3....8.9.....1..4.63.743..2..69....5...1.9.64.....62...18.3....7.2.,943185672516273498287964513128496357435721869679358241891642735762539184354817926,0
puzzles1_unbiased,6...4.....3...579...48.31.....4.2..11...3.8...2.7.......9..15.3....69...7..5.....,692147358831625794574893126987452631145936872326718945469271583258369417713584269,0
puzzles4_forum_hardest_1905,..4.....8.9..6..1...87.4....5...9..29..6...5.....5.1..7..3...........3...2..9..6.,164925738297863415538714926351489672972631854846257193715346289689572341423198567,171
puzzles4_forum_hardest_1905,..7.6.........84...9.5....17.....1.9..2...5.3.391...4...6.......5.4..9......82...,847361295561298437293547681785634129412879563639125748926753814358416972174982356,17
puzzles4_forum_hardest_1905,.6..7..1..2.3....47....15.....8.....9....4..5..2.6.1..4....9.5..3....9.7....8.4..,564972813129358764783641592351897246976124385842563179417239658638415927295786431,58
01_file1,.92..4...3..9.7......21..3.7..3..9...1379..42....41...........1..51.......8.2...7,892534176361987425457216839746352918513798642289641753624875391975163284138429567,26
01_file1,.2......4.473..5.85.3.4.72.3..7...4...26.1.....8........5...37..8......5..4....82,821576934647392518593148726356789241472651893918423657265814379189237465734965182,29
01_file1,...9..28.........7..2..796.9..24...6..78....25......4...97....82....81...8..3....,375964281496182357812357964938245716647813592521679843159726438263498175784531629,45
puzzles4_forum_hardest_1905,2..5.......4.32.5..5..74....2.3...4...9..7...4....8..6.7.4..13.1.......4...7...2.,287596413694132857351874962728361549569247381413958276876429135132685794945713628,10
puzzles4_forum_hardest_1905,..93..18.........3.3.1.829..7.....1...32.1..8....5......25.4..15.....46..4.......,259367184184925673736148295975486312463291758821753946692574831517832469348619527,18
puzzles4_forum_hardest_1905,..9....7.5....31...2..1...84..3..8...8..4..9...7.....26...3.5...5.1.6........5.8.,819254673574863129326719458495327861283641795167598342648932517752186934931475286,17
puzzles4_forum_hardest_1905,.3.....6......7...4...6...9..8.1.4....4..2..11..9...2.9...2.6.48...4..12.......5.,531498267689257143427361589298715436754632891163984725915823674876549312342176958,20
puzzles1_unbiased,....67.....49...2.8......6.48......1.5.64...96.9..3...3..2.9...........5..65..1.2,932867514564931827817425963483792651251648379679153248345219786128376495796584132,1
puzzles4_forum_hardest_1905,..2....5..3.7..2.6....8...73......4...13..6.26....8..3..719.....1...7...2..8..7.1,172463958438759216569281437385672149791345682624918573847196325913527864256834791,55
puzzles1_unbiased,7..2.6..9.984..........7.2...5......6.....3.7....2...59..1.4..2.8..6.....6..8.91.,714236859298415736536897421375641298621958347849723165953174682182369574467582913,2
puzzles4_forum_hardest_1905,..4.......5.7....19....6....9.1...35.1.9....7....38....2....1.....2..57...7.91..2,784315296652789341931426758496172835813954627275638914529847163148263579367591482,66
puzzles1_unbiased,.7..3...9..49.....8...4....3.6.......8.1..4.5..7.8..6.74.3...8.9....461.....2.9..,175632849624918753893547126316475298289163475457289361741396582932854617568721934,0
puzzles4_forum_hardest_1905,.6.......1...7...55.2..18..9..1...5...5.9.4...3.7....93....7..4...8..32..2...6...,469385172183472965572961843947123658215698437638754219396217584751849326824536791,46
puzzles4_forum_hardest_1905,6.....9....762..4.4....1...3...8...2.7.34..8....2.5.....3.....47..86..3...8......,631458927897623541452971368349187652275346189186295473563712894714869235928534716,25
puzzles0_kaggle,..87..32.2...9...693.5.6.17.1..8325.34....1..8.2.4.67...96.1...1....94...57....8.,568714329271398546934526817716983254345267198892145673489651732123879465657432981,0
puzzles4_forum_hardest_1905,....8.....47..2.8....74...5.92.7..4......93.26..2......5.......4.......1.284...9.,961385724547192683283746915392578146874619352615234879756921438439857261128463597,62
puzzles1_unbiased,52.6...4..8...95..........1..58..7..8.67.....3...45........49.8..4...61..9.2....7,527631849681429573439587261915863724846712395372945186263174958754398612198256437,4
puzzles5_forum_hardest_1905_11+,3...6.....5.1....2..8..4.....2..3.8.4...8.5...8.9....7..6...7...1.7...5.......9.1,347562819659178432128394675792653184461287593583941267936415728814729356275836941,9
puzzles1_unbiased,9....1.4.........27..6.........52.3...3...2.5..5.8......2.3.1....1.2.583...8.7...,956271348314598762728643951697152834183764295245389617862435179471926583539817426,0
puzzles4_forum_hardest_1905,...76..2......28.1.2......7..4.5.3...8...6.1.5..9......6...7.8.3........8.9.2...4,458761923793542861621893547174258396982376415536914278265437189347189652819625734,49
puzzles4_forum_hardest_1905,5....742....6..9....7.2...34.5.......7...514.2.1.....9..4..129....8....4....9.7..,593187426128643957647529813435918672976235148281764539864371295719852364352496781,25
puzzles4_forum_hardest_1905,.4...2.39.....7...9.2.8.5......9..1....2....52....89....8.1.2..1....9..6.95...1..,841652739536947821972381564784593612619274385253168947468715293127839456395426178,11
puzzles1_unbiased,8.1.........678.4.5.....72......15.....79....6.38..4....81.....3.....96..5..4..8.,871254693239678145564319728987461532425793816613825479798136254342587961156942387,0
puzzles4_forum_hardest_1905,...4.8..68...5.7.........2..3.2.......6.83..47...1.5..9....1.....7...9...85.9....,279438156814652739653179428431265897596783214728914563962841375347526981185397642,24
puzzles1_unbiased,..2.7.5..146.2....8...1....2......4.3.......7.....59.8..879.3....9...1..51..4....,932478561146523879857619432295187643381964257674235918468791325729356184513842796,0
puzzles4_forum_hardest_1905,98..43.2...4...3...2.8.....8...5.7..5..........29...5......6..12.8.91.3...93...4.,986743125754129386123865974831254769597638412462917853375486291248591637619372548,30
puzzles4_forum_hardest_1905,......8...748...3..5.1...2753..1.9.......8.....73...5..4...6...7..2...4..23..1...,361527894274869531859143627538614972492758316617392458145976283786235149923481765,36
puzzles4_forum_hardest_1905,..421...5.3..56.....5.....14.......7..78..51.5...7.8....2.4...8.....8........2.9.,684219375139756482275384961418925637927863514563471829392647158756198243841532796,8
puzzles4_forum_hardest_1905,.9..78.5....2..9......3.6....9..7.1.15.4.....87......6.8..5.1.39....1.8.......2..,391678452765214938248539671639827514152463897874195326487952163926341785513786249,17
puzzles4_forum_hardest_1905,..7....8.5..1....7.4...92.....8..9...8..9..24..9..4.6...135.....2...86.........3.,917642583562183497348579216234865971685791324179234865891356742723418659456927138,7
puzzles4_forum_hardest_1905,..4..6..38..3..7......2..5...84..1..7.........9..3........5..6..8.7..4....1..3..2,214576983856319724937824651628495137743281596195637248472158369389762415561943872,19
01_file1,......7..3...7..59...5...23....34...9..7..2..........17..35.9...9..6..8.58.2..3..,159823764328476159647591823812634597936715248475982631764358912293167485581249376,10
01_file1,..1..26..63.7.......4.......1.47.36.4......1.....3...2.7..6......21........3..98.,891542673635789241724613859219475368483296517567831492378964125942158736156327984,46
puzzles1_unbiased,...6..1..9751....4.3....5....85......2.4.......1.7..28.....64.5....3...7...7..81.,482653179975182364136947582768521943329468751541379628897216435614835297253794816,0
puzzles1_unbiased,.....2..1.347............8.61.......2.93.4..7.4.5..3...6.........1.8..269...71.3.,586932741134768295792145683613827954259314867847596312468253179371489526925671438,2
puzzles4_forum_hardest_1905,.4.7.3.2.....2.4...326....7.56.3..7.....7...8...1..5..5.......9.63.5..4..1...7...,941783625675921483832645197156238974394576218728194536587412369263859741419367852,11
puzzles4_forum_hardest_1905,.3...5..12...1..3..14...9......487....2.3..4....5.6.....38....9.2..6..1.6.......7,936425871285917436714683952361248795592731648478596123153874269827369514649152387,42
puzzles4_forum_hardest_1905,5....1.7.......3....9....18.2..1....7..4...6...1..7..9.....4....376.52..6...7..5.,568931472214758396379246518826519743793482165451367829985124637137695284642873951,30
puzzles4_forum_hardest_1905,....8......37...9.5....2..6.9...1.......7..3...842.9.7.1.2....8..2.4..7.6.....5..,976584312823716495541932786297361854465879231138425967719253648352648179684197523,16
01_file1,.8.5...41..5.21...7..8........4...82......41......27.596..8..7..5..7.2.......4...,283567941495321867716849523579413682632758419148692735961285374354176298827934156,5
puzzles4_forum_hardest_1905,.92..3..4.3...7.1.7...4.3.....4...5...7.3.2.......8.....3..5..1.7..9.6..6....4.8.,592183764436927518718546392261479853857631249349258176983765421174892635625314987,10
puzzles4_forum_hardest_1905,4...8.....9...3.....62...7.......7.4...6..51..57....2.3....4....8..9......15..2..,472986135198753462536241879613825794249637518857419326325164987784392651961578243,4
puzzles4_forum_hardest_1905,32.8..9.......5.....1.3......4...3.9......2.797.....8.28.7....31.6..3....3....8..,325817964698425731741639528564278319813596247972341685289764153156983472437152896,15
puzzles1_unbiased,3..4.5...........5.6..8..9..4.8...67..2....81......9...5...67..6.9.5...847.....1.,381495672927613845564782193145839267792564381836271954258146739619357428473928516,2
puzzles4_forum_hardest_1905,.1...9.....98....46.8.1..........56...37....9.2...5.4.8....3..2..2.7....39.2..4..,217439658539826714648517923784392561153764289926185347875643192462971835391258476,35
puzzles4_forum_hardest_1905,9..5...2..3..6.7.......7...6.....3585..6...9..8..1.....5.4..9..4....6..5.....2.4.,917548623235169784846327519621794358574683291389215476758431962492876135163952847,32
01_file1,5....3..6..8.5..3.3..94...725.3.....6.7...8.......7..2.36.7..2..2....6.58......7.,591723486478156239362948517259384761647219853183567942936475128724831695815692374,20
puzzles4_forum_hardest_1905,.5..2..9...73....54..5....2.......8.3...6.....2.9....354..1......27....4.7...9.5.,658427391297381465431596872914273586385164729726958143549812637862735914173649258,70
puzzles4_forum_hardest_1905,29..1..7.37...9.12..1........7.2..31..........2...86.......5.....2.9..634..6...8.,295316478376849512841752396657924831138567924924138657763285149582491763419673285,79
puzzles4_forum_hardest_1905,2..........9.12....8.63..9.7.6.4.....4.8...6.8..3...745..1..9...7..9..38.....3...,264958713359712486187634295736541829945827361812369574523186947471295638698473152,33
puzzles4_forum_hardest_1905,.3..8..9...96....25....1.....82.....6...5..8..7......4.6....1....7.6..3.3....94..,731482596489635712526791348158246973643957281972318654864573129297164835315829467,45
